molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"45279243",0,0,0,0,0,2,0,0,387.831,3.863,533.038,99.860,131.083,156.510,145.585,1001.283,1.000,5.500,0.0149049,0.0103182,0.9080539,34.128,10.035,16.639,9.450,3.138,-4.380,-5.590,-3.766,566.035,-0.260,1677.718,-3.192,9.690,1.114,2,0.231,3,94.591,74.126,0.000,67.874,5,0,18,0,18,6,25,0,0.010
"45279243",0,0,0,0,0,2,0,0,387.831,3.876,534.461,99.865,131.030,158.028,145.537,1001.832,1.000,5.500,0.0149924,0.0102907,0.9059670,34.164,10.040,16.649,9.463,3.143,-4.403,-5.590,-3.807,566.682,-0.264,1678.774,-3.186,9.693,1.116,2,0.232,3,94.626,74.079,0.000,67.912,5,0,18,0,18,6,25,0,0.010
"45279243",0,0,0,0,0,2,0,0,387.831,4.023,550.440,107.244,134.564,158.268,150.364,1013.658,1.000,5.500,0.0159629,0.0099920,0.8865762,34.640,10.047,16.817,9.529,3.201,-4.693,-5.590,-4.122,524.601,-0.329,1641.399,-3.250,9.645,1.119,2,0.253,3,94.366,79.231,0.000,68.073,5,0,18,0,18,6,25,0,0.004
"45279243",0,0,0,0,0,2,0,0,387.831,4.819,550.086,138.701,122.276,138.378,150.731,1006.689,1.000,6.000,0.0230675,0.0109074,0.8830756,34.171,9.744,16.915,9.802,3.015,-4.514,-5.390,-4.084,686.050,-0.233,2203.807,-3.094,9.898,0.929,2,0.139,3,95.367,79.231,0.000,69.103,5,0,18,0,18,6,25,0,0.009
"45279243",0,0,0,0,0,2,0,0,387.831,3.566,534.060,99.480,130.049,158.555,145.976,1001.926,1.000,6.000,0.0126955,0.0112347,0.9067033,34.173,10.038,16.890,9.952,2.951,-4.271,-5.390,-3.798,578.953,-0.253,1727.644,-3.166,9.642,1.045,2,0.139,3,93.668,74.518,0.000,67.719,5,0,18,0,18,6,25,0,0.016
"45279243",0,0,0,0,0,2,0,0,387.831,4.821,528.759,127.240,119.875,136.417,145.226,992.454,1.000,6.000,0.0234171,0.0113473,0.9100128,33.583,9.740,16.746,9.719,2.935,-4.195,-5.390,-3.639,722.973,-0.166,2175.846,-3.056,9.938,0.948,2,0.117,3,95.306,74.288,0.000,69.142,5,0,18,0,18,6,25,0,0.025
"45279243",0,0,0,0,0,2,0,0,387.831,3.660,550.586,105.861,133.775,160.560,150.390,1013.449,1.000,6.000,0.0132197,0.0108975,0.8862195,34.653,10.054,17.052,10.032,3.004,-4.520,-5.390,-4.139,533.722,-0.324,1672.806,-3.227,9.594,1.052,2,0.158,3,93.350,79.265,0.000,67.925,5,0,18,0,18,6,25,0,0.007
"45279238",0,0,0,0,0,3,0,0,361.845,5.431,565.535,147.062,134.701,212.316,71.457,1018.770,1.500,5.500,0.0289516,0.0119110,0.8658104,34.718,11.026,17.348,10.418,2.931,-4.466,-5.044,-4.716,523.037,-0.640,604.728,-2.966,9.553,0.992,3,0.216,3,92.761,0.000,0.000,68.052,5,0,18,0,18,6,24,0,0.013
"45279238",0,0,0,0,0,3,0,0,361.845,5.710,551.883,155.462,127.833,197.130,71.458,1007.042,1.500,5.500,0.0323755,0.0122057,0.8804054,34.104,10.816,17.164,10.235,2.897,-4.236,-5.044,-4.407,607.652,-0.541,711.136,-2.893,9.425,1.014,3,0.195,3,93.729,0.000,0.000,67.867,5,0,18,0,18,6,24,0,0.027
"45279238",0,0,0,0,0,3,0,0,361.845,5.709,552.302,155.639,127.869,197.337,71.458,1007.516,1.500,5.500,0.0323544,0.0121964,0.8800141,34.125,10.821,17.170,10.238,2.900,-4.243,-5.044,-4.415,607.187,-0.543,710.546,-2.893,9.424,1.014,3,0.196,3,93.739,0.000,0.000,67.866,5,0,18,0,18,6,24,0,0.026
"45279238",0,0,0,0,0,3,0,0,361.845,5.424,565.427,146.960,134.509,212.501,71.458,1018.521,1.500,5.500,0.0288877,0.0119133,0.8658349,34.710,11.024,17.344,10.418,2.931,-4.464,-5.044,-4.716,525.228,-0.638,607.470,-2.962,9.550,0.990,3,0.216,3,92.794,0.000,0.000,68.014,5,0,18,0,18,6,24,0,0.014
"45279238",0,0,0,0,0,3,0,0,361.845,6.003,552.173,168.079,121.731,190.886,71.478,1001.581,1.500,6.000,0.0359785,0.0133083,0.8767593,33.826,10.664,17.332,10.645,2.702,-4.090,-4.854,-4.436,694.271,-0.498,821.516,-2.803,9.806,0.853,3,0.093,3,93.622,0.000,0.000,68.981,5,0,18,0,18,6,24,0,0.046
"45279238",0,0,0,0,0,3,0,0,361.845,5.413,551.954,154.667,127.506,198.323,71.458,1006.479,1.500,6.000,0.0291088,0.0133136,0.8799653,34.093,10.816,17.384,10.734,2.702,-4.087,-4.854,-4.420,612.017,-0.540,716.661,-2.883,9.373,0.948,3,0.108,3,92.647,0.000,0.000,67.691,5,0,18,0,18,6,24,0,0.039
"45279238",0,0,0,0,0,3,0,0,361.845,5.550,538.684,181.187,115.524,170.623,71.350,991.459,1.500,6.000,0.0310631,0.0136415,0.8926494,33.227,10.453,17.036,10.432,2.669,-3.867,-4.854,-4.083,795.034,-0.409,949.585,-2.760,9.684,0.821,3,0.078,3,94.485,0.000,0.000,68.983,5,0,18,0,18,6,24,0,0.085
"45279238",0,0,0,0,0,3,0,0,361.845,5.319,562.870,143.733,133.284,214.396,71.457,1016.307,1.500,6.000,0.0278341,0.0130554,0.8685069,34.640,11.017,17.580,10.909,2.734,-4.269,-4.854,-4.682,539.472,-0.620,625.289,-2.933,9.503,0.926,3,0.125,3,91.851,0.000,0.000,67.859,5,0,18,0,18,6,24,0,0.023
"16045555",0,0,0,0,0,2,0,0,355.856,4.134,519.521,112.082,133.878,160.574,112.987,939.593,1.000,6.000,0.0181882,0.0115491,0.8930077,31.698,10.211,15.895,9.945,2.408,-3.840,-4.810,-4.029,532.524,-0.399,1041.119,-3.229,9.105,1.154,2,-0.028,3,89.841,0.000,0.000,67.562,5,0,18,0,18,5,22,0,0.030
"16045555",0,0,0,0,0,2,0,0,355.856,4.135,519.341,111.892,133.881,160.577,112.991,939.438,1.000,6.000,0.0181977,0.0115531,0.8932178,31.692,10.211,15.894,9.945,2.407,-3.837,-4.810,-4.026,532.485,-0.399,1041.087,-3.229,9.105,1.154,2,-0.028,3,89.835,0.000,0.000,67.561,5,0,18,0,18,5,22,0,0.031
"16045555",0,0,0,0,0,2,0,0,355.856,3.734,519.705,110.667,132.861,163.115,113.062,939.413,1.000,6.500,0.0148403,0.0125071,0.8925775,31.715,10.219,16.123,10.449,2.216,-3.678,-4.612,-4.048,544.475,-0.391,1067.400,-3.202,9.000,1.081,2,-0.121,3,88.890,0.000,0.000,67.385,5,0,18,0,18,5,22,0,0.047
"16045555",0,0,0,0,0,2,0,0,355.856,3.731,519.427,110.595,132.818,162.935,113.078,939.121,1.000,6.500,0.0148191,0.0125138,0.8928705,31.701,10.216,16.119,10.446,2.215,-3.674,-4.612,-4.043,544.984,-0.390,1068.693,-3.201,9.001,1.084,2,-0.121,3,88.889,0.000,0.000,67.393,5,0,18,0,18,5,22,0,0.047
"16045395",0,0,0,0,0,4,1,-2,409.887,7.066,644.044,235.774,176.611,160.204,71.456,1165.296,1.000,7.500,0.0428474,0.0116452,0.8315222,39.443,12.146,19.562,11.555,2.700,-4.918,-5.232,-5.022,209.460,-1.205,224.892,-3.826,9.606,0.985,3,0.145,3,84.295,0.000,0.000,102.753,7,0,18,0,18,6,27,0,0.001
"16045395",0,0,0,0,0,4,1,-1,409.887,6.911,592.764,200.918,159.429,160.959,71.458,1114.536,1.000,7.500,0.0428525,0.0126526,0.8770262,37.419,11.641,18.914,11.320,2.533,-4.047,-5.232,-4.289,304.814,-0.884,337.367,-3.507,9.445,1.052,3,0.042,3,86.236,0.000,0.000,96.461,7,0,18,0,18,6,27,0,0.011
"16045395",0,0,0,0,0,4,1,-1,409.887,6.894,592.615,200.642,159.586,160.928,71.458,1114.706,1.000,7.500,0.0426326,0.0126558,0.8773367,37.425,11.645,18.915,11.320,2.533,-4.044,-5.232,-4.284,303.768,-0.884,336.113,-3.510,9.450,1.054,3,0.042,3,86.210,0.000,0.000,96.487,7,0,18,0,18,6,27,0,0.011
"16045395",0,0,0,0,0,4,1,-2,409.887,7.056,644.902,235.859,176.885,160.703,71.456,1166.112,1.000,7.500,0.0426941,0.0116297,0.8308027,39.480,12.159,19.573,11.562,2.703,-4.932,-5.232,-5.036,208.210,-1.211,223.444,-3.829,9.603,0.982,3,0.147,3,84.268,0.000,0.000,102.748,7,0,18,0,18,6,27,0,0.001
"16045395",0,0,0,0,0,4,1,-2,409.887,8.197,633.835,255.897,168.242,138.167,71.529,1151.128,1.000,8.000,0.0583721,0.0126216,0.8380522,38.665,11.804,19.716,11.816,2.439,-4.560,-5.030,-4.811,251.455,-1.099,274.253,-3.749,9.875,0.877,3,0.013,3,84.192,0.000,0.000,103.792,7,0,18,0,18,6,27,0,0.002
"16045395",0,0,0,0,0,4,1,-1,409.887,3.949,589.022,197.923,158.384,161.256,71.458,1112.262,1.000,8.000,0.0140194,0.0135818,0.8813978,37.330,11.629,18.767,11.798,2.323,-3.807,-5.030,-4.220,311.850,-0.861,345.791,-3.486,9.397,0.986,3,-0.059,3,85.186,0.000,0.000,96.246,7,0,18,0,18,6,27,0,0.021
"16045395",0,0,0,0,0,4,1,-1,409.887,4.369,576.678,221.907,148.347,134.856,71.569,1098.859,1.000,8.000,0.0173726,0.0138726,0.8930163,36.542,11.292,18.477,11.520,2.288,-3.602,-5.030,-3.906,388.260,-0.742,438.828,-3.394,9.710,0.857,3,-0.085,3,86.681,0.000,0.000,97.589,7,0,18,0,18,6,27,0,0.041
"16045395",0,0,0,0,0,4,1,-2,409.887,5.099,644.253,234.000,175.909,162.888,71.456,1165.592,1.000,8.000,0.0223020,0.0124175,0.8313930,39.480,12.163,19.564,12.061,2.500,-4.737,-5.030,-5.037,212.696,-1.199,228.652,-3.804,9.555,0.915,3,0.046,3,83.247,0.000,0.000,102.595,7,0,18,0,18,6,27,0,0.001
"16045394",0,1,0,0,0,2,0,1,338.811,5.912,533.022,142.675,149.230,169.659,71.459,944.538,2.000,7.000,0.0369993,0.0185724,0.8734388,31.982,10.268,18.075,12.579,1.184,-2.259,-3.033,-5.115,94.984,-0.287,105.838,-5.543,9.309,0.945,2,-0.161,3,69.273,0.000,0.000,83.316,6,0,18,0,18,5,22,0,0.003
"16045394",0,1,0,0,0,2,0,1,338.811,5.991,531.703,142.598,149.321,168.326,71.458,943.687,2.000,7.000,0.0380342,0.0186185,0.8750794,31.936,10.259,18.076,12.567,1.178,-2.240,-3.033,-5.082,94.796,-0.283,105.611,-5.549,9.313,0.950,2,-0.162,3,69.224,0.000,0.000,83.168,6,0,18,0,18,5,22,0,0.003
"16045394",0,1,0,0,0,2,0,1,338.811,6.728,531.029,140.914,147.582,171.075,71.458,942.225,2.000,7.500,0.0480476,0.0199737,0.8752853,31.903,10.253,18.468,13.065,1.000,-2.085,-2.852,-5.092,98.464,-0.267,110.035,-5.507,9.223,0.901,2,-0.241,3,68.479,0.000,0.000,83.047,6,0,18,0,18,5,22,0,0.005
"16045394",0,1,0,0,0,2,0,1,338.811,6.724,531.221,141.125,147.540,171.097,71.458,942.111,2.000,7.500,0.0479953,0.0199665,0.8748992,31.899,10.250,18.464,13.065,1.000,-2.087,-2.852,-5.098,98.555,-0.268,110.145,-5.507,9.223,0.899,2,-0.242,3,68.482,0.000,0.000,82.999,6,0,18,0,18,5,22,0,0.005
"16045394",0,1,0,0,0,2,0,1,338.811,5.717,532.890,139.587,150.514,171.324,71.466,946.509,2.000,7.500,0.0345257,0.0199039,0.8748705,32.077,10.315,18.358,13.091,1.005,-2.109,-2.852,-5.100,92.357,-0.294,102.687,-5.561,9.359,0.964,2,-0.232,3,68.010,0.000,0.000,83.938,6,0,18,0,18,5,22,0,0.004
"16045394",0,1,0,0,0,2,0,1,338.811,6.591,533.627,139.609,150.557,171.994,71.467,945.630,2.000,7.500,0.0459384,0.0198765,0.8731227,32.048,10.303,18.500,13.098,0.999,-2.115,-2.852,-5.131,92.272,-0.300,102.585,-5.559,9.180,0.951,2,-0.235,3,67.965,0.000,0.000,83.935,6,0,18,0,18,5,22,0,0.004
"16045394",0,1,0,0,0,2,0,1,338.811,3.447,532.891,141.017,151.769,168.640,71.466,946.029,2.000,7.000,0.0125561,0.0185770,0.8745735,32.032,10.298,17.772,12.589,1.175,-2.254,-3.033,-5.092,89.862,-0.306,99.692,-5.593,9.454,1.016,2,-0.157,3,68.791,0.000,0.000,84.158,6,0,18,0,18,5,22,0,0.003
"16045394",0,1,0,0,0,2,0,1,338.811,5.315,531.855,139.672,152.024,168.692,71.467,945.253,2.000,7.000,0.0298909,0.0186131,0.8757974,32.002,10.299,18.004,12.589,1.170,-2.239,-3.033,-5.072,89.362,-0.305,99.094,-5.598,9.283,0.999,2,-0.158,3,68.717,0.000,0.000,84.160,6,0,18,0,18,5,22,0,0.003
"16045311",0,0,0,0,0,2,0,0,337.823,5.914,523.805,153.697,134.358,164.292,71.458,942.232,1.000,5.500,0.0371164,0.0105001,0.8873620,31.839,9.944,15.721,9.477,2.465,-3.897,-4.580,-4.138,526.968,-0.519,609.648,-3.225,9.489,0.969,2,0.068,3,90.092,0.000,0.000,68.004,5,0,18,0,18,6,22,0,0.025
"16045311",0,0,0,0,0,2,0,0,337.823,5.907,520.510,150.394,134.279,164.378,71.459,939.063,1.000,5.500,0.0371541,0.0105666,0.8909754,31.713,9.933,15.687,9.469,2.448,-3.842,-4.580,-4.080,527.871,-0.509,610.781,-3.223,9.486,0.967,2,0.062,3,90.005,0.000,0.000,67.980,5,0,18,0,18,6,22,0,0.029
"16045311",0,0,0,0,0,2,0,0,337.823,6.151,507.110,174.896,122.319,138.355,71.539,923.925,1.000,6.000,0.0409513,0.0118318,0.9046650,30.859,9.600,15.642,9.671,2.214,-3.453,-4.384,-3.734,685.406,-0.378,810.813,-3.094,9.741,0.808,2,-0.061,3,90.668,0.000,0.000,69.093,5,0,18,0,18,6,22,0,0.096
"16045311",0,0,0,0,0,2,0,0,337.823,5.820,524.412,152.984,133.280,166.690,71.458,942.009,1.000,6.000,0.0359521,0.0114414,0.8861941,31.853,9.945,15.975,9.980,2.272,-3.741,-4.384,-4.168,539.514,-0.513,625.353,-3.197,9.439,0.902,2,-0.026,3,89.145,0.000,0.000,67.830,5,0,18,0,18,6,22,0,0.039
"45487391",0,1,0,0,0,12,0,1,450.595,6.718,768.991,382.968,26.040,313.231,46.752,1489.963,0.000,5.750,0.0302880,0.0000000,0.8204036,48.760,14.080,19.444,6.910,6.053,-4.810,-6.006,-6.658,1399.152,0.096,1419.062,-1.806,8.866,0.187,6,0.896,1,100.000,46.752,0.000,35.883,4,1,18,0,18,0,33,0,0.109
"45487391",1,1,0,0,0,12,0,1,450.595,4.438,863.299,432.389,40.869,343.289,46.753,1564.715,0.000,5.750,0.0125893,0.0000000,0.7550236,52.039,15.480,20.164,7.443,6.474,-6.597,-6.006,-7.859,1012.130,-0.124,1000.004,-1.974,8.912,0.242,6,1.113,1,100.000,46.753,0.000,39.080,4,1,18,0,18,0,33,1,0.001
"45487391",0,1,0,0,0,12,0,1,450.595,7.666,838.572,428.075,41.347,322.396,46.754,1535.830,0.000,5.750,0.0382690,0.0000000,0.7676916,50.684,14.963,20.071,7.244,6.257,-6.128,-6.006,-7.555,1001.617,-0.114,988.790,-2.056,8.890,0.191,6,1.029,1,100.000,46.754,0.000,37.841,4,1,18,0,18,0,33,1,0.003
"45487390",0,1,0,0,0,11,0,1,436.568,7.614,734.505,329.218,38.535,320.009,46.743,1406.904,0.000,5.750,0.0412017,0.0000000,0.8266977,46.143,13.467,18.776,7.179,5.433,-4.319,-5.708,-6.588,1065.053,0.038,1056.510,-2.109,8.804,0.213,6,0.697,3,100.000,46.743,0.000,38.795,4,1,18,0,18,0,32,0,0.163
"45487390",0,1,0,0,0,11,0,1,436.568,7.214,834.018,378.972,42.609,365.684,46.753,1505.048,0.000,5.750,0.0345783,0.0000000,0.7615348,50.507,15.037,20.025,7.757,6.098,-6.205,-5.708,-7.861,974.400,-0.076,959.777,-2.023,8.960,0.268,6,0.982,1,100.000,46.753,0.000,38.405,4,1,18,0,18,0,32,1,0.003
"45487390",0,1,0,0,0,11,0,1,436.568,4.538,839.997,388.150,43.572,361.522,46.753,1506.065,0.000,5.750,0.0136749,0.0000000,0.7564553,50.508,15.065,19.709,7.750,6.094,-6.318,-5.708,-7.923,954.138,-0.094,938.221,-2.055,8.937,0.275,6,0.985,1,100.000,46.753,0.000,38.943,4,1,18,0,18,0,32,1,0.002
"45487383",0,1,0,0,0,12,0,1,436.568,6.599,733.970,339.612,38.431,309.174,46.753,1416.587,0.000,5.750,0.0307378,0.0000000,0.8310918,45.785,13.464,18.479,6.883,5.484,-4.146,-5.708,-6.466,1067.469,-0.017,1059.231,-2.049,8.894,0.224,6,0.683,3,100.000,46.753,0.000,38.582,4,1,18,0,18,0,32,0,0.279
"45487383",0,1,0,0,0,12,0,1,436.568,4.473,848.733,395.261,43.420,363.299,46.753,1516.492,0.000,5.750,0.0131933,0.0000000,0.7521203,50.300,15.211,19.577,7.561,6.165,-6.321,-5.708,-8.002,957.291,-0.158,941.567,-1.950,8.945,0.282,6,0.973,1,100.000,46.753,0.000,38.755,4,1,18,0,18,0,32,1,0.002
"45487382",0,1,0,0,0,10,0,1,408.515,7.429,709.575,297.251,39.715,325.857,46.752,1346.072,0.000,5.750,0.0410038,0.0000000,0.8308940,44.407,12.967,18.206,7.388,5.035,-4.009,-5.112,-6.548,1037.971,0.091,1027.621,-2.206,8.869,0.167,6,0.563,3,100.000,46.752,0.000,40.144,4,1,18,0,18,0,30,0,0.249
"45487382",0,1,0,0,0,10,0,1,408.515,7.731,767.993,343.826,40.562,336.852,46.753,1383.191,0.000,5.750,0.0432081,0.0000000,0.7817400,45.997,13.548,18.605,7.609,5.284,-5.116,-5.112,-7.396,1018.934,0.032,1007.271,-2.183,8.904,0.204,6,0.671,3,100.000,46.753,0.000,39.619,4,1,18,0,18,0,30,0,0.021
"45487372",0,1,0,0,0,8,0,1,406.499,8.179,767.914,323.045,44.914,353.210,46.745,1364.442,0.000,5.750,0.0490297,0.0000000,0.7747397,46.687,13.552,19.002,8.191,5.151,-5.440,-5.110,-7.588,926.568,0.096,908.856,-2.398,8.874,0.249,6,0.701,3,100.000,46.745,0.000,42.670,4,1,23,0,23,4,30,0,0.006
"45487372",0,1,0,0,0,8,0,1,406.499,7.374,783.058,310.121,45.001,381.183,46.753,1375.060,0.000,5.750,0.0395489,0.0000000,0.7636930,47.379,13.912,19.108,8.418,5.252,-5.727,-5.110,-7.900,924.824,0.080,907.107,-2.301,8.952,0.260,6,0.732,3,100.000,46.753,0.000,40.446,4,1,23,0,23,4,30,1,0.004
"45487356",0,1,0,0,0,11,0,1,440.532,6.703,810.916,337.416,42.537,336.041,94.922,1464.677,0.000,5.750,0.0306758,0.0000000,0.7691611,48.608,14.082,19.525,7.516,5.985,-5.977,-5.792,-7.596,975.933,0.053,1765.126,-2.126,8.951,0.254,6,0.865,3,100.000,94.922,0.000,40.089,4,1,18,0,18,0,32,1,0.003
"45487356",2,1,0,0,0,11,0,1,440.532,4.442,853.195,347.378,43.099,367.826,94.893,1507.507,0.000,5.750,0.0130878,0.0000000,0.7452286,50.626,14.904,19.927,7.838,6.297,-6.778,-5.792,-8.135,964.024,0.015,1741.213,-2.025,9.004,0.336,6,0.989,1,100.000,94.893,0.000,40.330,4,1,18,0,18,0,32,1,0.001
"45487356",0,1,0,0,0,11,0,1,440.532,4.235,811.925,310.947,43.138,363.199,94.640,1460.774,0.000,5.750,0.0122773,0.0000000,0.7668397,48.712,14.258,19.341,7.707,5.986,-5.995,-5.792,-7.763,963.212,0.042,1734.103,-2.042,8.981,0.316,6,0.853,3,100.000,94.640,0.000,39.781,4,1,18,0,18,0,32,1,0.004
"45487331",0,1,0,0,0,13,0,1,452.568,5.994,731.950,423.533,39.473,253.286,15.659,1435.123,0.000,7.450,0.0250374,0.0000000,0.8406388,45.351,13.419,18.943,7.948,4.586,-2.919,-5.259,-6.045,1043.465,-0.155,698.202,-2.169,8.778,0.193,7,0.239,3,100.000,15.659,0.000,48.694,5,0,18,0,18,0,33,1,3.692
"45487331",0,1,0,0,0,13,0,1,452.568,4.721,825.227,415.206,38.593,324.675,46.753,1510.047,0.000,7.450,0.0147571,0.0000000,0.7713504,49.031,14.694,20.055,8.663,5.283,-4.822,-5.259,-7.506,1063.715,-0.139,1055.212,-1.902,8.902,0.260,7,0.457,3,100.000,46.753,0.000,43.810,5,1,18,0,18,0,33,1,0.085
"45487331",0,1,0,0,0,13,0,1,452.568,7.928,822.663,385.949,42.241,347.719,46.753,1505.156,0.000,7.450,0.0417547,0.0000000,0.7720836,49.056,14.831,20.491,8.838,5.253,-4.774,-5.259,-7.604,982.268,-0.179,968.154,-1.888,8.917,0.216,7,0.443,3,100.000,46.753,0.000,47.161,5,1,18,0,18,0,33,1,0.099
"45487309",0,1,0,0,0,10,0,1,408.515,7.094,756.116,325.176,40.482,343.705,46.753,1387.427,0.000,5.750,0.0362753,0.0000000,0.7956405,46.232,13.573,18.671,7.626,5.320,-4.891,-5.112,-7.204,1020.729,0.048,1009.193,-2.157,8.904,0.202,6,0.683,3,100.000,46.753,0.000,39.644,4,1,18,0,18,0,30,0,0.037
"45487309",0,1,0,0,0,10,0,1,408.515,4.622,793.815,352.084,43.858,351.123,46.749,1407.933,0.000,5.750,0.0151734,0.0000000,0.7653034,47.124,13.998,18.580,7.790,5.439,-5.606,-5.112,-7.730,948.182,-0.025,931.846,-2.193,8.898,0.236,6,0.743,3,100.000,46.749,0.000,42.458,4,1,18,0,18,0,30,0,0.006
"45487309",0,1,0,0,0,10,0,1,408.515,7.316,677.799,275.334,40.612,315.099,46.753,1302.457,0.000,5.750,0.0410977,0.0000000,0.8509551,42.559,12.493,17.611,7.244,4.731,-3.407,-5.112,-6.173,1017.844,0.100,1006.114,-2.260,8.887,0.191,6,0.436,3,100.000,46.753,0.000,37.887,4,0,18,0,18,0,30,0,0.878
"45487284",0,1,0,0,0,11,0,1,422.541,4.026,834.999,370.878,43.113,374.256,46.753,1480.542,0.000,5.750,0.0109462,0.0000000,0.7523607,49.608,14.942,19.345,7.821,5.945,-6.223,-5.410,-8.050,963.736,-0.094,948.424,-2.002,8.964,0.297,6,0.911,1,100.000,46.753,0.000,40.218,4,1,18,0,18,0,31,1,0.003
"45487284",0,1,0,0,0,11,0,1,422.541,7.643,817.130,387.088,41.270,342.019,46.753,1463.750,0.000,5.750,0.0399088,0.0000000,0.7629892,48.628,14.461,19.390,7.546,5.811,-5.885,-5.410,-7.724,1003.310,-0.059,990.592,-2.082,8.906,0.206,6,0.862,3,100.000,46.753,0.000,39.617,4,1,18,0,18,0,31,1,0.005
"45487284",0,1,0,0,0,11,0,1,422.541,7.179,817.603,361.057,43.647,366.146,46.753,1458.322,0.000,5.750,0.0353413,0.0000000,0.7606617,48.642,14.613,19.368,7.728,5.787,-5.894,-5.410,-7.877,952.576,-0.089,936.557,-2.041,8.948,0.256,6,0.846,3,100.000,46.753,0.000,38.504,4,1,18,0,18,0,31,1,0.005
"45487283",3,1,0,0,0,11,0,1,462.606,6.952,877.700,417.491,44.070,369.385,46.754,1582.408,0.000,5.750,0.0305416,0.0000000,0.7482234,53.638,15.916,21.029,7.897,6.597,-7.032,-6.237,-8.094,943.816,-0.111,927.261,-2.037,8.955,0.260,6,1.207,1,100.000,46.754,0.000,40.567,4,1,23,0,23,5,34,1,0.000
"45487283",3,1,0,0,0,11,0,1,462.606,7.225,877.496,417.308,44.051,369.383,46.754,1582.212,0.000,5.750,0.0329929,0.0000000,0.7483357,53.631,15.913,21.060,7.897,6.596,-7.029,-6.237,-8.092,944.202,-0.111,927.673,-2.037,8.953,0.260,6,1.206,1,100.000,46.754,0.000,40.558,4,1,23,0,23,5,34,1,0.000
"45487283",3,1,0,0,0,11,0,1,462.606,4.495,879.662,414.915,45.565,372.429,46.753,1576.457,0.000,5.750,0.0128160,0.0000000,0.7446812,53.429,15.927,20.703,7.933,6.552,-7.070,-6.237,-8.166,913.493,-0.134,895.094,-2.054,8.971,0.292,6,1.189,1,100.000,46.753,0.000,39.376,4,1,23,0,23,5,34,1,0.000
"45485533",0,0,0,0,0,2,0,-1,504.483,10.028,666.269,230.737,157.778,168.830,108.923,1305.735,1.000,9.000,0.0770210,0.0135081,0.8671328,46.430,12.144,23.653,13.471,3.251,-5.228,-6.894,-4.487,316.002,-0.689,562.674,-3.641,9.006,1.316,2,0.317,3,77.764,108.923,0.000,110.319,8,1,27,3,24,6,35,0,0.001
"45485533",0,0,0,0,0,2,0,-1,504.483,4.377,676.331,228.445,168.363,167.248,112.275,1309.051,1.000,9.000,0.0146349,0.0133071,0.8556769,46.547,12.211,22.862,13.557,3.202,-5.414,-6.894,-4.665,250.791,-0.815,457.212,-3.841,9.016,1.409,2,0.318,3,75.677,112.275,0.000,110.190,8,1,27,3,24,6,35,0,0.000
"45485533",0,0,0,0,0,2,0,-1,504.483,8.582,673.025,231.143,166.373,165.365,110.144,1317.647,1.000,9.500,0.0558901,0.0141154,0.8636407,46.873,12.273,23.823,14.015,3.054,-5.161,-6.686,-4.527,261.929,-0.774,466.493,-3.811,8.794,1.312,2,0.245,3,75.147,110.144,0.000,109.885,8,1,27,3,24,6,35,0,0.001
"45485533",0,0,0,0,0,2,0,-1,504.483,7.265,692.167,200.270,173.753,202.711,115.434,1304.498,1.000,9.500,0.0404557,0.0137250,0.8341607,46.704,12.449,23.553,14.367,2.963,-5.507,-6.686,-5.182,222.947,-0.939,418.967,-3.816,8.625,1.416,2,0.189,2,73.366,115.434,0.000,108.943,8,1,27,3,24,6,35,0,0.000
"45485492",0,0,0,0,0,2,0,0,377.820,3.141,538.392,78.799,113.889,229.377,116.328,998.435,1.000,5.500,0.0098794,0.0102156,0.8973175,34.710,10.511,16.628,9.831,3.208,-4.341,-5.771,-4.287,823.937,-0.215,1740.538,-2.618,9.359,1.146,1,0.219,3,100.000,46.813,0.000,68.204,5,0,19,0,19,1,25,0,0.041
"45485492",0,0,0,0,0,2,0,0,377.820,6.404,532.601,78.914,111.805,225.557,116.324,994.452,1.000,6.000,0.0412345,0.0112655,0.9046604,34.514,10.470,17.263,10.270,2.995,-4.074,-5.571,-4.150,862.282,-0.182,1828.170,-2.593,9.161,1.048,1,0.119,3,100.000,46.824,0.000,67.775,5,0,19,0,19,1,25,0,0.081
"45485491",0,0,0,0,0,3,0,-1,497.494,4.705,688.921,125.339,162.725,289.390,111.467,1336.691,1.000,8.500,0.0165642,0.0123381,0.8518232,48.178,13.280,23.319,13.667,3.761,-5.651,-7.148,-5.310,283.645,-0.839,516.989,-3.211,9.412,1.473,4,0.448,3,92.870,111.467,0.000,94.412,7,0,28,3,25,4,35,0,0.001
