molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"44137982",1,0,0,0,0,4,0,0,475.389,11.986,715.820,199.220,62.874,333.044,120.682,1323.908,0.000,6.000,0.1085201,0.0000000,0.8145784,47.441,14.166,20.945,9.205,5.426,-6.515,-7.644,-6.121,2509.947,-0.013,6129.679,-1.121,8.541,0.989,1,0.686,1,100.000,0.000,0.000,59.371,5,1,21,0,21,0,31,1,0.011
"44137982",0,0,0,0,0,4,0,0,475.389,12.147,714.842,200.294,62.273,331.224,121.051,1324.367,0.000,6.000,0.1114106,0.0000000,0.8158813,47.442,14.153,20.987,9.186,5.432,-6.498,-7.644,-6.091,2543.107,-0.004,6246.266,-1.116,8.455,0.997,1,0.688,1,100.000,0.000,0.000,58.878,5,1,21,0,21,0,31,1,0.012
"44137980",1,0,0,0,0,4,0,0,461.362,11.604,719.381,198.587,78.156,321.860,120.778,1308.966,0.000,6.000,0.1028623,0.0000000,0.8044367,46.736,14.083,20.629,9.241,5.210,-6.583,-7.346,-6.231,1797.836,-0.186,4278.839,-1.442,8.515,0.977,1,0.643,1,100.000,0.000,0.000,60.004,5,1,21,0,21,0,30,1,0.004
"44137980",1,0,0,0,0,4,0,0,461.362,11.753,717.328,198.895,77.741,319.640,121.053,1310.500,0.000,6.000,0.1054018,0.0000000,0.8073686,46.776,14.073,20.687,9.218,5.221,-6.545,-7.346,-6.173,1814.204,-0.176,4335.968,-1.442,8.437,0.977,1,0.648,1,100.000,0.000,0.000,60.214,5,1,21,0,21,0,30,1,0.005
"44137979",0,0,0,0,0,3,0,0,447.335,4.998,672.459,134.233,96.831,319.945,121.450,1234.648,0.000,6.000,0.0202300,0.0000000,0.8276773,44.386,13.480,18.872,9.463,4.596,-5.860,-7.049,-5.846,1195.777,-0.262,2777.061,-1.889,8.784,1.044,1,0.470,3,100.000,0.000,0.000,60.364,5,0,21,0,21,0,29,1,0.008
"44137979",0,0,0,0,0,3,0,0,447.335,5.108,672.725,136.364,97.311,317.566,121.484,1237.045,0.000,6.000,0.0210935,0.0000000,0.8284214,44.459,13.489,18.912,9.451,4.605,-5.865,-7.049,-5.823,1183.312,-0.265,2746.951,-1.906,8.705,1.055,1,0.477,3,100.000,0.000,0.000,60.568,5,0,21,0,21,0,29,1,0.008
"44137715",0,0,0,0,0,4,0,0,440.943,6.188,690.727,170.926,81.484,369.735,68.582,1281.609,0.000,6.000,0.0298764,0.0000000,0.8260928,46.099,13.782,19.323,9.502,4.865,-5.813,-6.913,-6.109,1671.803,-0.305,2047.747,-1.335,8.745,0.978,1,0.564,3,100.000,0.000,0.000,60.350,5,0,21,0,21,0,30,1,0.031
"44137715",0,0,0,0,0,4,0,0,440.943,6.933,653.250,184.570,83.855,315.612,69.213,1259.723,0.000,6.000,0.0381537,0.0000000,0.8635135,44.706,13.221,19.015,9.060,4.645,-5.105,-6.913,-5.246,1587.462,-0.257,1951.794,-1.569,8.743,0.969,1,0.500,3,100.000,0.000,0.000,60.764,5,0,21,0,21,0,30,0,0.093
"44137714",0,0,0,0,0,4,0,0,426.917,10.856,700.635,189.774,77.969,364.315,68.577,1270.714,0.000,6.000,0.0927509,0.0000000,0.8097883,45.611,13.644,19.915,9.465,4.812,-6.000,-6.615,-6.347,1805.171,-0.302,2224.753,-1.289,8.558,0.898,1,0.532,3,100.000,0.000,0.000,60.485,5,0,21,0,21,0,29,1,0.022
"44137714",0,0,0,0,0,4,0,0,426.917,11.053,701.663,189.772,76.831,365.834,69.225,1271.715,0.000,6.000,0.0960681,0.0000000,0.8090274,45.665,13.662,19.977,9.471,4.831,-6.023,-6.615,-6.367,1850.587,-0.290,2304.064,-1.263,8.477,0.902,1,0.535,3,100.000,0.000,0.000,60.637,5,0,21,0,21,0,29,1,0.022
"44137444",1,0,0,0,0,5,0,0,540.531,4.680,740.262,83.986,79.119,419.992,157.165,1438.628,0.000,6.000,0.0152254,0.0000000,0.8325528,52.220,14.005,21.835,9.758,6.303,-6.975,-9.387,-6.244,1760.402,-0.113,6618.791,-1.018,9.334,1.024,2,0.977,1,96.022,157.165,0.000,59.646,5,2,27,0,27,0,38,1,0.005
"44137442",0,0,0,0,0,3,0,1,508.514,11.154,691.956,81.221,61.693,436.894,112.147,1345.629,0.000,6.000,0.0924603,0.0000000,0.8518641,49.944,13.454,21.920,10.063,5.664,-6.189,-8.707,-6.013,2575.501,0.091,5659.582,-0.829,9.061,0.989,1,0.792,3,95.243,112.147,0.000,57.698,5,2,27,0,27,0,36,1,0.049
"44137442",2,0,0,0,0,3,0,0,508.514,7.200,775.798,81.338,85.553,496.047,112.859,1423.501,0.000,6.000,0.0364125,0.0000000,0.7888392,53.625,14.900,22.410,10.830,6.079,-7.781,-8.707,-7.314,1529.674,-0.257,3251.783,-1.061,9.057,1.055,1,1.018,1,93.623,112.859,0.000,60.211,5,2,27,0,27,0,36,1,0.001
"44137168",0,0,0,0,0,4,0,0,440.943,10.605,670.562,186.029,56.684,359.266,68.583,1263.638,0.000,6.000,0.0890100,0.0000000,0.8429616,45.279,13.360,19.768,9.214,4.907,-5.431,-6.913,-5.786,2873.197,-0.041,3676.937,-0.915,8.527,0.950,1,0.512,3,100.000,0.000,0.000,59.778,5,0,21,0,21,0,30,0,0.199
"44137168",0,0,0,0,0,4,0,0,440.943,10.800,673.997,186.994,56.099,361.685,69.219,1268.979,0.000,6.000,0.0919106,0.0000000,0.8410274,45.516,13.426,19.890,9.235,4.951,-5.498,-6.913,-5.829,2910.152,-0.036,3758.114,-0.895,8.449,0.953,1,0.527,3,100.000,0.000,0.000,60.339,5,0,21,0,21,0,30,0,0.178
"44137033",1,0,0,0,0,5,0,0,474.497,12.344,759.403,227.584,84.198,334.494,113.128,1368.198,0.000,6.000,0.1113655,0.0000000,0.7848594,48.585,13.253,21.301,9.241,5.540,-7.145,-7.625,-6.608,1575.632,-0.371,3368.924,-1.413,9.048,0.975,2,0.773,1,100.000,113.128,0.000,59.564,5,1,21,0,21,0,33,1,0.001
"44137032",0,0,0,0,0,7,0,-1,490.496,6.115,676.609,127.763,128.600,315.478,104.768,1315.325,1.000,7.700,0.0284325,0.0113803,0.8580567,45.003,13.079,21.660,11.910,4.210,-5.060,-7.356,-5.333,597.562,-0.766,1063.078,-2.106,9.262,0.964,3,0.388,3,100.000,104.768,0.000,81.638,6,0,21,0,21,0,34,0,0.033
"44136419",1,0,0,0,0,4,0,0,494.915,10.686,726.670,145.120,81.975,335.111,164.463,1340.992,0.000,6.000,0.0851582,0.0000000,0.8093050,48.144,13.263,21.169,9.390,5.574,-6.912,-8.059,-6.216,1653.987,-0.108,6784.024,-1.466,9.317,1.247,1,0.736,1,100.000,113.114,0.000,59.829,5,1,21,0,21,0,33,1,0.002
"44136012",1,0,0,0,0,3,0,0,465.325,11.162,696.230,156.713,88.234,283.647,167.635,1264.758,0.000,6.000,0.0985098,0.0000000,0.8123639,45.244,13.152,20.321,9.231,4.985,-6.511,-7.431,-5.921,1442.696,-0.097,6091.242,-1.858,8.573,1.229,1,0.557,1,100.000,46.799,0.000,60.327,5,0,21,0,21,0,30,1,0.002
"44136012",1,0,0,0,0,3,0,0,465.325,11.234,696.738,156.920,88.869,283.137,167.813,1265.585,0.000,6.000,0.0997241,0.0000000,0.8121251,45.272,13.163,20.350,9.233,4.986,-6.522,-7.431,-5.922,1422.841,-0.104,6014.106,-1.872,8.497,1.238,1,0.560,1,100.000,46.796,0.000,60.557,5,0,21,0,21,0,30,1,0.002
"42641974",0,0,0,0,0,5,0,0,488.524,8.246,720.723,222.619,82.694,308.047,107.363,1374.424,0.000,6.000,0.0494787,0.0000000,0.8294894,48.582,13.007,20.578,8.956,5.538,-6.387,-7.923,-5.760,1628.221,-0.276,3245.781,-1.478,9.292,1.070,2,0.791,1,100.000,107.363,0.000,58.951,5,1,21,0,21,0,34,1,0.007
"44819376",4,2,0,0,1,8,0,-2,613.721,10.166,1071.522,596.157,171.282,304.083,0.000,1934.067,3.000,14.700,0.0534314,0.0237617,0.7006129,69.015,21.305,36.110,24.016,2.399,-5.639,-4.411,-7.904,10.408,-1.448,6.297,-6.962,8.553,1.206,3,0.115,2,33.287,0.000,18.601,157.167,14,2,33,0,33,8,45,1,0.000
"44819376",4,2,0,0,1,8,0,-2,613.721,4.309,1056.380,589.211,174.854,292.314,0.000,1921.175,3.000,14.700,0.0096627,0.0241023,0.7074945,68.386,21.001,35.336,23.938,2.292,-5.380,-4.411,-7.737,9.594,-1.451,5.788,-7.069,8.598,1.248,3,0.093,2,32.024,0.000,18.791,155.686,14,2,33,0,33,8,45,1,0.000
"44819376",4,2,0,0,1,8,0,-2,613.721,10.772,1073.654,595.899,175.637,302.119,0.000,1933.446,3.000,14.700,0.0600180,0.0237145,0.6990720,68.971,21.345,36.192,24.053,2.361,-5.668,-4.411,-7.920,9.429,-1.518,5.682,-7.049,8.580,1.227,3,0.111,2,32.293,0.000,18.801,157.596,14,2,33,0,33,8,45,1,0.000
"44819375",4,0,0,0,1,8,0,-2,592.659,3.623,1010.358,388.488,177.234,444.637,0.000,1828.787,3.000,11.700,0.0071758,0.0200572,0.7158111,66.144,21.090,33.185,21.922,4.187,-8.115,-7.531,-6.877,146.544,-2.225,89.982,-2.452,8.595,1.246,3,0.451,1,64.309,0.000,18.747,157.069,13,2,33,0,33,4,44,1,0.000
"44819375",4,0,0,0,1,8,0,-2,592.659,3.854,1009.685,390.400,177.107,442.179,0.000,1826.629,3.000,11.700,0.0081302,0.0200706,0.7157247,66.034,21.052,33.154,21.897,4.171,-8.106,-7.531,-6.866,147.140,-2.224,90.252,-2.458,8.600,1.248,3,0.446,1,64.250,0.000,18.677,156.542,13,2,33,0,33,4,44,1,0.000
"44188322",2,0,0,0,1,6,0,-2,515.574,11.058,909.169,442.534,165.608,301.027,0.000,1613.744,3.000,10.700,0.0757676,0.0203845,0.7318299,57.450,17.746,30.357,20.078,3.198,-7.079,-6.041,-5.932,188.902,-1.860,118.390,-2.935,8.572,1.221,1,0.194,1,60.491,0.000,18.744,146.034,12,2,27,0,27,4,38,1,0.000
"44188321",3,0,0,0,1,8,0,-2,543.627,2.929,975.420,508.567,165.766,301.088,0.000,1735.203,3.000,10.700,0.0049454,0.0190000,0.7159350,61.027,19.112,30.505,19.794,3.928,-7.872,-6.591,-6.190,188.453,-2.075,117.951,-2.746,8.585,1.235,1,0.401,1,64.747,0.000,18.686,146.094,12,2,27,0,27,4,40,1,0.000
"44187955",4,1,0,0,1,9,0,-2,572.669,9.650,1027.970,555.130,170.881,301.959,0.000,1838.250,3.000,12.700,0.0506621,0.0213985,0.7059721,64.518,20.289,33.389,21.716,3.171,-6.676,-5.339,-7.081,41.975,-1.866,25.779,-4.804,8.569,1.222,2,0.227,1,48.643,0.000,18.762,152.177,13,2,27,0,27,4,42,1,0.000
"44187952",2,1,0,0,1,8,0,-2,558.642,10.046,981.934,529.169,150.615,302.150,0.000,1768.169,3.000,12.700,0.0570814,0.0224017,0.7201646,62.357,19.263,32.731,21.686,2.899,-6.068,-5.064,-6.853,65.391,-1.456,41.590,-4.525,8.550,1.204,2,0.110,2,50.495,0.000,18.719,147.848,13,2,27,0,27,4,41,1,0.000
"46233050",2,0,0,0,0,4,0,1,425.333,10.039,607.986,46.851,57.269,291.554,212.312,1107.688,1.000,4.200,0.0909871,0.0069081,0.8515627,38.392,9.837,18.447,8.349,5.238,-6.103,-7.333,-5.324,2836.761,0.317,10000.000,-1.164,8.777,2.081,1,0.655,3,100.000,212.312,0.000,41.611,4,1,19,0,19,0,30,1,0.023
"46233050",3,0,0,0,0,4,0,1,425.333,2.274,632.456,31.632,65.188,315.933,219.702,1133.039,1.000,4.200,0.0045658,0.0066408,0.8310581,39.639,10.227,17.748,8.630,5.393,-6.572,-7.333,-5.772,2386.278,0.232,10000.000,-1.224,8.933,2.122,1,0.717,1,100.000,219.702,0.000,44.133,4,1,19,0,19,0,30,1,0.007
"46233050",2,0,0,0,0,4,0,1,425.333,9.605,567.923,47.043,62.253,263.417,195.209,1080.118,1.000,4.200,0.0854071,0.0073954,0.8964446,37.020,9.668,17.924,8.089,4.947,-5.318,-7.333,-4.464,2544.206,0.285,10000.000,-1.355,8.735,2.068,1,0.596,3,100.000,195.209,0.000,43.681,4,0,19,0,19,0,30,0,0.090
"46233050",2,0,0,0,0,4,0,1,425.333,9.606,567.055,46.756,62.236,263.015,195.048,1079.305,1.000,4.200,0.0855031,0.0074067,0.8973653,36.983,9.662,17.913,8.084,4.941,-5.302,-7.333,-4.447,2545.154,0.286,10000.000,-1.356,8.735,2.067,1,0.594,3,100.000,195.048,0.000,43.679,4,0,19,0,19,0,30,0,0.094
"46233049",3,0,0,0,0,4,0,1,439.359,3.974,688.668,93.217,54.815,320.813,219.823,1224.641,1.000,4.200,0.0128957,0.0060987,0.8038248,43.352,11.068,19.037,8.728,6.045,-7.583,-7.623,-6.236,2992.885,0.296,10000.000,-1.016,8.807,2.157,2,0.960,1,100.000,219.823,0.000,43.743,4,1,19,0,19,0,31,1,0.001
"46233049",3,0,0,0,0,4,0,1,439.359,4.542,649.234,103.017,54.834,271.450,219.933,1173.430,1.000,4.200,0.0175790,0.0064692,0.8287088,40.831,10.218,18.225,8.297,5.670,-6.874,-7.623,-5.598,2991.658,0.330,10000.000,-1.190,8.905,2.151,2,0.827,1,100.000,219.933,0.000,44.006,4,1,19,0,19,0,31,1,0.004
"46233049",3,0,0,0,0,4,0,1,439.359,4.029,690.118,95.353,54.486,320.581,219.697,1226.526,1.000,4.200,0.0132343,0.0060859,0.8029576,43.425,11.085,19.062,8.727,6.058,-7.609,-7.623,-6.249,3014.441,0.298,10000.000,-1.010,8.721,2.165,2,0.964,1,100.000,219.697,0.000,43.363,4,1,19,0,19,0,31,1,0.001
"46233049",3,0,0,0,0,4,0,1,439.359,4.381,653.295,103.781,54.812,274.866,219.836,1175.230,1.000,4.200,0.0163317,0.0064290,0.8243998,40.935,10.259,18.233,8.330,5.683,-6.946,-7.623,-5.684,2993.102,0.324,10000.000,-1.177,8.800,2.157,2,0.830,1,100.000,219.836,0.000,42.879,4,1,19,0,19,0,31,1,0.003
"46233019",2,0,0,0,0,5,0,1,417.353,8.413,588.807,147.460,56.760,182.351,202.236,1138.484,1.000,4.200,0.0621692,0.0071331,0.8955228,37.939,9.524,17.792,7.332,5.286,-5.555,-6.928,-4.092,2868.456,0.287,10000.000,-1.443,9.368,2.027,2,0.712,3,100.000,202.236,0.000,42.904,4,1,15,0,15,0,29,0,0.042
"46233019",3,0,0,0,0,5,0,1,417.353,3.918,696.306,162.165,49.069,264.418,220.652,1213.065,1.000,4.200,0.0126542,0.0060318,0.7899895,41.708,10.541,18.246,8.103,5.943,-7.562,-6.928,-6.191,3392.935,0.279,10000.000,-1.012,9.272,2.160,2,0.881,1,100.000,220.652,0.000,42.948,4,1,15,0,15,0,29,1,0.001
"46233019",2,0,0,0,0,5,0,1,417.353,8.468,585.832,146.233,54.977,182.119,202.503,1136.502,1.000,4.200,0.0630998,0.0071693,0.8990258,37.858,9.503,17.779,7.311,5.288,-5.503,-6.928,-4.034,2982.296,0.306,10000.000,-1.411,9.377,2.029,2,0.708,3,100.000,202.503,0.000,42.505,4,1,15,0,15,0,29,0,0.051
"46233019",3,0,0,0,0,5,0,1,417.353,4.070,637.400,166.465,50.065,200.226,220.643,1150.341,1.000,4.200,0.0144023,0.0065893,0.8329857,38.584,9.462,17.235,7.531,5.477,-6.502,-6.928,-5.189,3319.935,0.323,10000.000,-1.257,9.262,2.167,2,0.723,1,100.000,220.643,0.000,42.613,4,1,15,0,15,0,29,1,0.007
"46233018",3,0,0,0,0,6,0,1,417.353,5.577,660.016,183.587,48.843,206.918,220.669,1172.611,1.000,4.200,0.0265213,0.0063635,0.8147914,38.897,9.710,17.418,7.403,5.628,-6.745,-6.928,-5.516,3409.773,0.253,10000.000,-1.115,9.542,2.067,2,0.735,1,100.000,220.669,0.000,43.315,4,1,15,0,15,0,29,1,0.006
"46233018",3,0,0,0,0,6,0,1,417.353,5.577,659.917,183.587,48.814,206.838,220.679,1172.686,1.000,4.200,0.0265209,0.0063644,0.8149486,38.900,9.710,17.419,7.402,5.629,-6.743,-6.928,-5.513,3411.926,0.253,10000.000,-1.114,9.542,2.067,2,0.735,1,100.000,220.679,0.000,43.320,4,1,15,0,15,0,29,1,0.006
"46233018",3,0,0,0,0,6,0,1,417.353,4.258,655.518,182.654,47.949,205.080,219.835,1167.012,1.000,4.200,0.0155359,0.0064072,0.8177697,38.656,9.642,17.181,7.373,5.595,-6.660,-6.928,-5.459,3476.934,0.263,10000.000,-1.105,9.246,2.180,2,0.721,1,100.000,219.835,0.000,42.682,4,1,15,0,15,0,29,1,0.007
"46233018",3,0,0,0,0,6,0,1,417.353,4.259,655.744,182.636,47.934,205.197,219.977,1167.013,1.000,4.200,0.0155429,0.0064049,0.8174876,38.657,9.642,17.181,7.374,5.595,-6.665,-6.928,-5.464,3478.088,0.264,10000.000,-1.104,9.245,2.180,2,0.721,1,100.000,219.977,0.000,42.671,4,1,15,0,15,0,29,1,0.007
"46233017",3,0,0,0,0,5,0,1,417.353,5.741,659.818,223.778,53.149,163.157,219.735,1190.086,1.000,4.200,0.0276941,0.0063654,0.8231130,39.821,9.600,17.775,7.354,5.658,-6.900,-6.928,-5.172,3103.745,0.278,10000.000,-1.444,9.431,2.044,3,0.828,1,100.000,219.735,0.000,43.973,4,1,15,0,15,0,29,1,0.002
"46233017",3,0,0,0,0,5,0,1,417.353,4.584,665.506,240.205,49.182,155.467,220.652,1174.826,1.000,4.200,0.0178862,0.0063110,0.8090872,39.137,9.375,17.312,7.289,5.578,-7.006,-6.928,-5.363,3384.583,0.303,10000.000,-1.398,9.110,2.160,3,0.782,1,100.000,220.652,0.000,42.783,4,1,15,0,15,0,29,1,0.002
"46233017",2,0,0,0,0,5,0,1,417.353,9.741,623.278,234.552,48.445,133.067,207.214,1144.091,1.000,4.200,0.0829384,0.0067386,0.8487705,37.693,9.023,17.735,7.025,5.324,-6.190,-6.928,-4.614,3439.484,0.322,10000.000,-1.464,9.033,2.103,3,0.711,3,100.000,207.214,0.000,42.369,4,1,15,0,15,0,29,1,0.009
"46233017",3,0,0,0,0,5,0,1,417.353,4.470,660.082,238.689,48.572,152.054,220.767,1170.511,1.000,4.200,0.0170740,0.0063628,0.8137378,38.931,9.301,17.239,7.248,5.553,-6.909,-6.928,-5.271,3429.965,0.315,10000.000,-1.399,9.124,2.168,3,0.771,1,100.000,220.767,0.000,42.869,4,1,15,0,15,0,29,1,0.002
"46232358",2,1,0,0,0,5,0,2,366.306,6.914,604.201,205.268,49.882,128.842,220.209,1045.214,2.000,4.200,0.0457302,0.0098307,0.8243669,33.695,8.171,17.226,8.429,4.024,-4.574,-4.441,-5.715,831.322,0.712,7207.999,-3.568,9.517,1.895,2,0.373,3,100.000,220.209,0.000,41.559,3,0,10,0,10,0,25,0,0.003
"46232358",2,1,0,0,0,5,0,2,366.306,7.917,593.360,209.883,43.286,120.289,219.902,1039.151,2.000,4.200,0.0603101,0.0100103,0.8361791,33.371,8.028,17.305,8.300,4.027,-4.385,-4.441,-5.483,960.104,0.788,8389.596,-3.476,9.465,1.770,2,0.363,3,100.000,219.902,0.000,40.837,3,0,10,0,10,0,25,0,0.005
"23004029",2,1,0,0,0,6,0,2,380.332,6.758,612.764,234.040,45.381,119.251,214.091,1092.854,2.000,4.200,0.0417960,0.0096933,0.8373619,34.868,8.590,17.541,8.131,4.325,-4.533,-4.724,-5.459,917.169,0.694,7420.487,-3.422,9.399,1.918,2,0.463,3,100.000,214.091,0.000,40.474,3,0,10,0,10,0,26,0,0.004
"23004029",2,1,0,0,0,6,0,2,380.332,6.528,619.316,238.858,46.606,114.217,219.634,1098.943,2.000,4.200,0.0387822,0.0095907,0.8315783,35.064,8.578,17.574,8.123,4.367,-4.671,-4.724,-5.528,892.967,0.690,7731.191,-3.463,9.645,1.869,2,0.476,3,100.000,219.634,0.000,40.688,3,0,10,0,10,0,26,0,0.003
"23004022",2,1,0,0,0,4,0,2,338.252,6.945,535.673,138.200,54.982,122.743,219.747,924.050,2.000,4.200,0.0521960,0.0110883,0.8565033,29.430,7.072,15.946,8.478,3.245,-3.561,-3.878,-5.165,743.714,0.761,6353.474,-3.779,9.464,1.918,2,0.118,3,100.000,219.747,0.000,43.015,3,0,10,0,10,0,23,0,0.015
"23004022",2,1,0,0,0,4,0,2,338.252,7.984,543.507,132.394,61.515,129.810,219.789,929.267,2.000,4.200,0.0685946,0.0109285,0.8473316,29.707,7.182,16.284,8.589,3.235,-3.694,-3.878,-5.348,644.845,0.689,5448.473,-3.874,9.491,1.926,2,0.127,3,96.171,219.789,0.000,43.879,3,0,10,0,10,0,23,0,0.009
"23004022",2,1,0,0,0,4,0,2,338.252,7.772,535.041,135.164,56.298,122.775,220.804,920.180,2.000,4.200,0.0656451,0.0111014,0.8551196,29.276,7.030,16.083,8.486,3.215,-3.555,-3.878,-5.188,722.650,0.749,6241.803,-3.803,9.537,1.799,2,0.108,3,96.940,220.804,0.000,43.126,3,0,10,0,10,0,23,0,0.015
"23004022",2,1,0,0,0,4,0,2,338.252,7.190,541.027,128.625,62.232,129.383,220.786,923.829,2.000,4.200,0.0559611,0.0109786,0.8478923,29.485,7.126,16.042,8.586,3.200,-3.656,-3.878,-5.336,634.819,0.686,5424.816,-3.889,9.621,1.887,2,0.113,3,95.845,220.786,0.000,44.001,3,0,10,0,10,0,23,0,0.010
"4046",2,1,0,0,0,3,0,2,378.317,7.166,589.611,202.051,45.923,121.010,220.628,1039.132,2.000,4.200,0.0494145,0.0100739,0.8414856,34.661,8.059,17.710,8.755,4.015,-4.649,-4.719,-5.400,906.388,0.890,7955.905,-3.714,9.324,1.912,1,0.451,3,100.000,220.628,0.000,41.070,3,0,16,0,16,5,26,0,0.002
"4046",2,1,0,0,0,3,0,2,378.317,6.877,590.351,193.558,54.459,122.038,220.295,1034.851,2.000,4.200,0.0457068,0.0100613,0.8381202,34.500,8.079,17.632,8.822,3.927,-4.660,-4.719,-5.460,752.250,0.805,6476.942,-3.868,9.590,1.881,1,0.438,3,100.000,220.295,0.000,42.278,3,0,16,0,16,5,26,0,0.001
"4046",2,1,0,0,0,3,0,2,378.317,7.609,590.153,193.436,54.448,121.994,220.276,1034.759,2.000,4.200,0.0559485,0.0100647,0.8383531,34.496,8.079,17.772,8.821,3.927,-4.657,-4.719,-5.456,752.443,0.805,6477.130,-3.868,9.382,1.916,1,0.438,3,100.000,220.276,0.000,42.283,3,0,16,0,16,5,26,0,0.001
"4046",2,1,0,0,0,3,0,2,378.317,7.941,587.768,190.173,58.306,119.681,219.609,1034.596,2.000,4.200,0.0609520,0.0101055,0.8416654,34.467,8.100,17.854,8.826,3.895,-4.613,-4.719,-5.391,691.646,0.771,5863.798,-3.947,9.455,1.920,1,0.439,3,100.000,219.609,0.000,43.042,3,0,16,0,16,5,26,0,0.001
"45105052",0,2,0,0,0,7,1,1,544.692,5.365,812.079,470.909,91.503,249.667,0.000,1650.056,0.000,8.750,0.0174429,0.0000000,0.8315706,57.771,15.716,24.331,11.069,4.404,-3.446,-5.356,-6.900,83.556,0.056,41.390,-5.780,8.119,0.946,3,0.770,3,74.172,0.000,0.000,88.293,8,1,26,0,21,6,40,0,0.000
"45105052",0,2,0,0,0,7,1,1,544.692,6.688,930.023,580.480,88.929,260.615,0.000,1757.204,0.000,8.750,0.0254580,0.0000000,0.7572150,62.163,17.278,25.629,11.410,5.134,-5.681,-5.356,-8.156,88.387,-0.095,43.983,-5.694,8.025,0.864,3,1.081,2,65.923,0.000,0.000,86.210,8,2,26,0,21,6,40,0,0.000
"45105052",0,2,0,0,0,7,1,1,544.692,7.880,887.674,508.811,94.903,283.960,0.000,1709.456,0.000,8.750,0.0363196,0.0000000,0.7789029,60.476,16.845,25.362,11.507,4.808,-4.879,-5.356,-7.916,77.577,-0.104,38.198,-5.721,7.980,0.865,4,0.943,3,75.962,0.000,0.000,89.215,8,1,26,0,21,6,40,0,0.000
"45105051",0,1,0,0,0,7,1,1,531.650,6.168,782.948,448.822,82.443,251.684,0.000,1581.919,0.000,8.450,0.0240530,0.0000000,0.8385999,55.063,15.067,23.267,10.655,4.698,-4.271,-6.266,-6.070,408.313,-0.241,207.854,-3.543,8.073,0.917,3,0.653,3,88.224,0.000,0.000,89.657,8,1,26,0,21,6,39,0,0.008
"45105051",0,1,0,0,0,7,1,1,531.650,3.075,785.133,440.764,75.831,268.538,0.000,1599.415,0.000,8.450,0.0059107,0.0000000,0.8424208,55.924,15.272,23.341,10.730,4.877,-4.312,-6.266,-6.089,471.730,-0.172,242.958,-3.362,8.138,0.931,3,0.704,3,90.398,0.000,0.000,88.461,8,1,26,0,21,6,39,0,0.011
"45105050",2,1,0,0,0,7,1,1,529.678,5.993,908.178,569.780,75.853,262.546,0.000,1722.174,0.000,6.750,0.0208575,0.0000000,0.7650890,60.780,16.803,23.973,9.311,6.499,-7.534,-6.948,-7.311,471.510,-0.324,242.835,-3.383,7.971,0.829,3,1.515,1,86.931,0.000,0.000,81.359,7,2,26,0,21,7,39,1,0.000
"45105050",2,1,0,0,0,7,1,1,529.678,8.071,914.978,568.670,77.596,268.713,0.000,1722.886,0.000,6.750,0.0378064,0.0000000,0.7596122,60.867,16.922,24.222,9.381,6.499,-7.663,-6.948,-7.429,453.900,-0.356,233.047,-3.394,7.951,0.826,3,1.517,1,86.634,0.000,0.000,81.996,7,2,26,0,21,7,39,1,0.000
"45104952",1,1,0,0,0,7,1,1,489.613,4.791,856.580,512.760,82.431,261.389,0.000,1599.792,0.000,6.750,0.0143507,0.0000000,0.7722763,55.871,15.675,22.188,9.224,5.653,-6.556,-6.061,-7.190,408.416,-0.381,207.911,-3.508,8.041,0.877,2,1.159,1,93.823,0.000,0.000,80.621,7,1,20,0,15,2,36,1,0.000
"45104952",0,1,0,0,0,7,1,1,489.613,3.182,759.903,426.460,75.626,257.816,0.000,1518.906,0.000,6.750,0.0066670,0.0000000,0.8409319,52.600,14.524,21.203,8.921,5.169,-4.724,-6.061,-6.062,473.843,-0.173,244.135,-3.396,8.224,0.959,2,0.925,3,92.140,0.000,0.000,81.861,7,1,20,0,15,2,36,0,0.004
"45104951",0,2,0,0,0,8,1,1,558.719,6.497,886.433,534.619,88.633,263.181,0.000,1758.507,0.000,8.750,0.0240038,0.0000000,0.7948437,61.598,16.942,25.600,11.099,5.147,-4.692,-5.654,-7.559,88.959,-0.057,44.290,-5.583,8.029,0.794,3,1.043,3,66.053,0.000,0.000,85.746,8,2,26,0,21,6,41,0,0.000
"45104951",2,2,0,0,0,8,1,1,558.719,4.513,969.738,605.231,95.933,268.574,0.000,1813.360,0.000,8.750,0.0112320,0.0000000,0.7415947,63.845,18.079,25.961,11.386,5.461,-6.271,-5.654,-8.446,75.853,-0.285,37.281,-5.699,8.079,0.902,3,1.202,1,66.650,0.000,0.000,87.261,8,2,26,0,21,6,41,1,0.000
